customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,NEW_Engaged,NEW_noProt,NEW_Young_Not_Engaged,NEW_TotalServices,NEW_FLAG_ANY_STREAMING,NEW_FLAG_AutoPayment,NEW_AVG_Charges,NEW_Increase,NEW_AVG_Service_Fee,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,NEW_TENURE_YEAR_1-2 Year,NEW_TENURE_YEAR_2-3 Year,NEW_TENURE_YEAR_3-4 Year,NEW_TENURE_YEAR_4-5 Year,NEW_TENURE_YEAR_5-6 Year
4159-NAAIX,0,0,0,0,1.247217966963116,1,0,1.086426628189679,1.7529369563827975,0,1,1,0,4,1,1,1.2660368954758985,0.6844894245963848,0.34742116431221626,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0971-QIFJK,0,0,1,0,1.4915401492832983,1,0,-1.3464441800535252,-0.2814457179303083,0,1,1,0,1,0,1,-1.1621753640792907,0.45419322534699924,-0.7151818535502912,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
9397-TZSHA,0,0,0,0,1.4915401492832983,1,0,-1.3348116010523623,-0.265452837130549,0,1,1,0,1,0,1,-1.1452395159895294,0.5016066686564832,-0.689933309337672,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
3391-JSQEW,1,0,1,0,0.3106496014024181,1,1,-0.4856333339674735,-0.09760479574383378,0,0,1,1,2,0,0,-0.28725207435713146,0.6750294288021991,-0.05270814587633638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0343-QLUZP,1,0,0,0,1.125056875803025,0,0,-0.8362725010025254,0.0638681524689084,0,1,1,0,3,0,1,-0.6293791359124875,0.6915582057791481,-1.0361990585393037,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9763-PDTKK,0,0,0,0,-1.1552834925186746,1,1,0.9850570111795457,-0.834953807623495,1,0,1,1,5,1,1,0.6033575995402097,-0.5008512044265374,-0.1945809181186712,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2176-LVPNX,0,1,0,0,1.5729808767233588,1,0,0.8338334841644282,1.7707828054407357,0,1,0,0,7,1,0,0.9293817596310695,0.49091117315279365,-0.8441297757790238,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
7627-JKIAZ,0,0,1,0,0.18848851024232702,1,1,0.47156173812821356,0.24702524113153115,1,0,1,1,2,0,1,0.5146530983548618,0.3197725012677665,1.3323548509301903,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3312-UUMZW,1,0,1,0,-0.015113308357824713,1,1,1.1329569441943304,0.38213750995708384,0,0,1,1,4,1,1,1.1884368218318024,0.43602546080070226,0.3878188350524063,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
1271-UODNO,1,0,0,0,0.26992923768238775,1,1,-0.3626603559551803,-0.034868584716916,0,1,1,0,2,0,1,-0.12994126295597366,0.8085987709728134,0.12523397524116892,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
8461-EFQYM,0,0,0,0,0.22920887396235737,1,1,-1.3464441800535252,-0.6023621729301679,0,1,1,0,1,0,0,-1.1624413063092414,0.4520123343650872,-0.7151818535502912,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0
6900-RBKER,1,0,0,0,0.7992939660427822,1,1,0.8205391081630994,1.013845271974611,0,1,1,0,3,1,1,0.8954880871287533,0.44385146854488167,0.761857982887919,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
6891-JPYFF,0,0,1,1,0.6364125111626608,1,1,1.3456669602155942,1.199031802062858,0,0,1,1,5,1,1,1.4062269237213771,0.4661413533673418,0.06632070541172491,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
1459-QNFQT,1,0,1,1,1.5322605130033284,0,0,-0.17487729493640844,0.8228351273606581,0,1,1,0,5,1,1,-0.020057960130477094,0.5448981020950844,-1.0337944352809592,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1047-NNCBF,1,0,0,0,-0.5037576729981889,1,0,0.19237984210030468,-0.3468510856148412,0,0,1,1,1,0,1,0.3967168930546566,0.7202732667591284,2.6248398522904473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3696-XRIEN,0,0,0,0,0.7178532386027215,1,1,0.5895493251400082,0.8379677014691201,0,1,1,0,6,1,1,0.7506268793566353,0.6236978644951556,-0.7641331127380216,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
4081-DYXAV,0,0,0,0,-0.5444780367182193,0,1,-0.6617838159850825,-0.611560836783271,1,1,1,0,2,1,1,-0.46809758977994687,0.642582419659451,-0.3075982112608704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0
0074-HDKDG,1,0,1,1,-0.30015585439803716,1,1,-0.10508182092943122,-0.295034151823621,0,1,1,0,4,0,1,0.09715453389878835,0.7057669708115187,-0.6870477614276586,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
8791-GFXLZ,1,0,0,0,-0.8295205827584317,1,1,-0.5221928679711283,-0.7441363038267929,0,0,1,1,2,0,1,-0.43729950295400943,0.21270480783059736,-0.10560985755991906,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111-SLLHI,1,1,1,0,0.26992923768238775,1,1,1.3589613362169235,0.884600735966625,1,0,1,0,5,1,0,1.5740036130929682,0.7580869004303097,0.07593919844510352,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0927-LCSMG,1,0,0,0,-1.0331224013585834,1,0,0.32864719611392706,-0.7655336753795743,1,0,1,1,2,0,0,0.29688298853932393,0.09422769812697454,1.1255572507125498,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9330-DHBFL,0,0,1,1,-0.38159658183809786,1,1,0.04946530008601819,-0.32909347314062565,0,1,0,0,5,0,0,0.16082194230554864,0.4377198617933812,-0.8714823653426944,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0098-BOWSO,1,0,0,0,-0.21871512695797646,1,1,-1.5076384890696393,-0.7720411234291316,0,0,1,1,1,0,0,-1.3104165943932538,0.5071608782826725,-1.0650545376394398,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3452-ABWRL,1,1,0,0,0.5956921474426305,1,1,0.7075369121518029,0.6996568564836153,0,0,1,0,2,1,1,0.7045210654630489,0.25064898300018895,1.673811353615133,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
5859-HZYLF,1,0,1,1,-0.2594354906780068,1,1,-1.51594747407047,-0.7782397434356589,0,1,1,0,1,0,1,-1.3045160843563612,0.6512445319048993,-1.0830892120770248,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
8257-RZAHR,0,0,1,0,-0.748079855318371,1,1,-0.0020504069191315333,-0.5906267072950343,1,0,1,1,3,1,1,0.1223950869846427,0.469907653734949,-0.13085840177253763,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5293-WXJAK,0,1,1,0,-0.8702409464784621,1,1,1.3057838322116073,-0.5056328180240376,1,0,1,0,5,1,1,1.160328976982307,0.06885257178075868,0.03746522631158852,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3156-QLHBO,1,0,0,1,-1.2367242199587352,1,0,-1.5126238800701375,-0.9844486395958658,0,0,1,1,1,0,0,-1.402142704966764,-0.39100205462758697,-1.0758753423019907,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2208-NQBCT,0,0,1,1,-0.2594354906780068,1,0,0.5712695581381809,-0.09250913303384142,0,0,1,1,3,0,0,0.5781272954792337,0.24845339548541687,0.4913378663241442,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1779-PWPMG,0,1,1,0,1.6137012404433893,1,1,1.6580847962468257,2.6710165508727046,0,1,0,0,7,1,1,1.804358666866873,0.6400104774023672,-0.3968698497269161,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
6621-NRZAK,0,0,1,1,1.247217966963116,1,0,-1.4876969250676457,-0.47227938937681546,0,1,1,0,1,0,1,-1.3112962365030885,0.3081187441352376,-1.021771318989236,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
0831-JNISG,1,0,1,1,1.5729808767233588,1,0,-1.4943441130683104,-0.38977818359598815,0,1,1,0,1,0,0,-1.2950153547606686,0.5337009137391865,-1.0361990585393037,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
0774-IFUVM,1,0,1,1,-0.8702409464784621,1,1,0.012905766082363669,-0.6866501695313822,0,0,1,1,3,1,1,0.042134740232821266,0.18136358897289273,-0.11462719477871104,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3082-WQRVY,1,1,1,0,-0.748079855318371,1,0,-1.4993295040688086,-0.9049033593697525,0,1,1,0,1,0,0,-1.430703942113083,-0.7908921744756514,-1.0470198632018548,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0
9553-DLCLU,0,0,0,1,-0.7888002190384014,1,0,0.8039211381614382,-0.49323557801098283,0,1,0,0,7,1,1,0.7846062137863558,0.2312535307977195,-0.8603609827728502,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0
1641-BYBTK,1,0,0,1,-1.0738427650786138,1,1,-1.481049737066981,-0.9623894936651632,0,0,1,1,1,0,0,-1.4697303653893508,-1.3124671465382414,-1.0073435794391679,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2460-NGXBJ,1,1,1,1,-0.8702409464784621,1,1,0.3469269631157543,-0.6637307169093823,0,0,1,0,1,0,1,0.1837145369648119,-0.24841706447935247,2.9602847968295283,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2446-ZKVAF,1,0,1,0,-0.5851984004382496,1,0,-0.26461433294537917,-0.5316626102222665,0,0,1,1,2,0,1,-0.07947858296176676,0.6401765203856024,0.2671067474835042,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0841-NULXI,1,0,0,0,-1.2774445836787656,0,1,-0.9708780580159815,-0.9900957809541254,1,0,1,1,1,1,0,-1.3479090580954145,-2.5842152492016757,0.09998543102854983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3522-CDKHF,0,0,1,0,-0.015113308357824713,1,1,0.356897745116751,0.01983809719122616,0,0,1,1,2,0,1,0.37461003680206567,0.2321942474360562,1.1664358461044089,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1430-SFQSA,1,0,0,0,-0.13727439951791576,0,0,-0.9692162610158153,-0.5325670352054254,0,1,1,0,2,0,0,-0.7599509185966721,0.695608215338556,-0.7524535140546333,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
0411-EZJZE,0,0,0,0,-1.1960038562387048,1,1,-0.1499503399339166,-0.9305581460871596,0,0,1,1,2,1,0,-0.5352219476915719,-1.2349158283391628,0.43302575230928586,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7851-WZEKY,0,0,0,0,-1.2367242199587352,1,1,1.0099839661820376,-0.9189109170357486,1,0,1,1,3,1,0,0.21723583628730458,-1.3499052568261547,0.9674532714763878,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8844-TONUD,1,0,1,1,-0.7888002190384014,1,1,1.0598378761870213,-0.4927502768005074,1,0,1,1,4,1,0,0.7871757907379056,-0.2468329667972566,0.32433678103210745,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
8807-ARQET,0,0,0,0,0.35136996512244845,0,1,-0.8113455460000336,-0.2655410737142718,0,0,1,1,2,1,0,-0.6227432959807278,0.602932372623335,-0.5240143045118901,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8992-CEUEN,0,0,0,0,-1.2774445836787656,1,0,-1.5259182560714666,-0.9974635356949803,0,0,1,1,1,0,0,-1.6209850086737678,-2.5842152492016757,-1.1047308214021265,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
4320-QMLLA,1,0,0,0,-1.0331224013585834,1,0,-0.32942441595185784,-0.842365680656211,0,0,1,1,2,1,0,-0.4150358257304404,-0.3461862963936682,0.17332644040806253,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8777-PVYGU,0,0,1,0,0.7992939660427822,1,1,-0.015344782920460707,0.49891862851422275,0,1,1,0,4,1,0,0.1752969319654376,0.6727490246573973,-0.6091379678572916,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
8292-ITGYJ,0,0,1,1,0.5142514200025698,1,1,-1.3331498040521963,-0.5033607259931753,0,1,1,0,1,0,1,-1.1195874191257758,0.6957009090252392,-0.6863263744501553,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
6870-ZWMNX,1,0,1,0,1.5322605130033284,1,0,0.37683930911874425,1.316717345603156,0,1,0,0,5,1,1,0.4955781584069909,0.5004648782380948,-0.6346269743957451,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1
0621-CXBKL,0,0,0,0,0.8400143297628127,1,0,-1.5309036470719648,-0.5620821724607052,0,1,1,0,1,0,0,-1.3201411886476044,0.6411902794629128,-1.1155516260646778,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
5268-DSMNQ,0,1,1,0,1.2064976032430856,1,1,1.1030445981913404,1.6133246217873816,0,1,1,0,4,1,1,1.1524839806832567,0.42066134324474014,0.36184890386228397,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
5334-JLAXU,0,0,1,0,1.125056875803025,1,1,0.9750862291785486,1.4100937103278195,0,0,1,1,4,1,1,1.0065567737660985,0.36825361684927604,0.25075530932676054,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
4086-YQSNZ,0,1,1,0,-1.1960038562387048,1,1,0.5197538511330312,-0.9069328007953771,1,0,1,0,2,1,0,-0.09740107483316372,-1.3051289061007745,1.4020889254221858,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6242-MBHPK,0,1,1,0,-0.38159658183809786,1,1,1.0083221691818711,0.020433694131355287,0,0,1,0,4,1,0,1.2403849255675277,0.7919755844204459,0.2796107884268964,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
5868-CZJDR,1,0,0,1,-1.2774445836787656,0,1,-1.1104690060299358,-0.9919487492123046,1,0,1,1,1,0,0,-1.4165868420732037,-2.5842152492016757,-0.20299709952287756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9359-UGBTK,0,0,0,0,1.4100994218432374,1,1,0.252204534106285,1.196384704551174,0,1,1,0,5,1,1,0.47137890570838215,0.7623786194075549,-0.72480034658367,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
0135-NMXAP,0,0,0,0,-0.8295205827584317,1,1,0.830509890164096,-0.5414789301614291,1,0,1,1,3,1,1,0.7182733933902254,0.03019390048214105,0.7726787875504698,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4782-OSFXZ,0,1,1,0,1.5729808767233588,1,1,0.5961965131406728,1.5668460013113914,0,1,0,0,6,1,1,0.7194194207174898,0.5330326073787621,-0.7600109014380023,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
6479-OAUSD,1,0,0,0,-0.30015585439803716,1,0,-1.491020519067978,-0.7804235988827984,0,1,1,0,1,0,1,-1.2867153916023841,0.5846355642449775,-1.0289851887642698,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0
7129-ACFOG,0,0,0,0,-1.1145631287986442,1,1,-0.3643221529553466,-0.8805059439703956,0,0,1,1,2,0,0,-0.3815145264079479,-0.11513524855515021,0.12282935198282438,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4189-NAKJS,1,0,0,0,-0.2594354906780068,1,1,-0.43910301796282214,-0.43427148093821505,0,1,1,0,1,0,1,-0.3601662734518888,0.21691958784965565,1.2542045950339886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
5562-BETPV,1,0,1,1,-1.2774445836787656,1,0,-1.4993295040688086,-0.9971105893600889,0,1,1,0,1,0,0,-1.607903526011332,-2.5842152492016757,-1.0470198632018548,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
1282-IHQAC,1,1,0,0,1.5322605130033284,0,1,-0.6883725679877406,0.3229087031331477,0,1,1,0,3,1,1,-0.5420045122058105,0.42658664144433045,-0.8756904560447976,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
9127-FHJBZ,1,0,1,1,1.6137012404433893,1,1,1.6364814352446657,2.5647797040704408,0,1,0,0,7,1,0,1.6964812344999336,0.4887506243297622,-0.40859238811134646,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
6270-OMFIW,1,0,1,0,1.125056875803025,1,1,0.9850570111795457,1.4693666354436172,1,1,1,0,4,1,0,1.0785853473602909,0.5002735261057782,0.25941195305680165,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0
1641-RQDAY,0,1,1,1,-0.015113308357824713,1,1,1.1844726511994805,0.41379238436764193,0,0,1,0,4,1,0,1.259542608273453,0.4800371381333443,0.43254482765761737,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0107-WESLM,1,0,0,0,-1.2774445836787656,1,1,-1.4926823160681442,-0.9970223527763662,1,0,1,1,1,0,0,-1.6046331553457227,-2.5842152492016757,-1.0325921236517868,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
6994-ORCWG,0,0,0,0,-0.748079855318371,1,1,-0.3493659799538514,-0.6646572010384718,0,1,1,0,2,0,0,-0.24345037814148682,0.34351411715747254,0.14447096130792614,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1346-UFHAX,0,0,0,0,-0.7888002190384014,1,1,0.5064594751317021,-0.551648196435483,0,0,1,1,2,0,1,0.47532258798161625,0.1412093516343717,1.3828519393554286,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
3992-YWPKO,0,0,0,0,-1.0738427650786138,1,1,1.5002140812310438,-0.7104299288446795,1,0,0,1,6,1,1,1.1984249019382405,-0.17653048409427685,-0.1993901646353605,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
2933-XEUJM,0,0,0,0,0.5549717837226001,1,0,0.47987072312904416,0.5797433392043168,0,1,1,0,5,1,0,0.571433215255499,0.44291175787612275,-0.5600836533870601,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0125-LZQXK,1,0,0,0,-0.7073594915983407,1,1,1.2160467942026365,-0.3202036373305525,1,0,1,1,5,1,0,1.247027865982046,0.39627783629374047,-0.027459601663717303,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
5461-QKNTN,1,1,1,0,0.43281069256250915,1,1,0.9817334171792131,0.7382824210082755,0,0,1,0,4,1,0,1.0090247826271983,0.3602996882405632,0.2565264051467876,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
4835-YSJMR,1,0,0,0,0.26992923768238775,1,1,-0.4972659129686364,-0.136142123684771,0,1,1,0,2,0,1,-0.31761965952861143,0.5995237928789782,-0.0695405086847491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8399-YNDCH,1,1,0,0,-0.46303730927815856,1,1,-0.15659752793458118,-0.46041156886609746,1,0,1,0,3,1,1,-0.09164076286532954,0.24939728493320404,-0.29858087404207817,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3164-YAXFY,1,0,0,0,1.002895784642934,0,1,-0.3659839499555126,0.4042407741796477,0,0,1,1,4,1,0,-0.12713043575458371,0.8313604037928581,-0.9135632723637259,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
0887-WBJVH,0,0,1,0,0.8400143297628127,1,1,0.9534828681763893,1.1437515823605178,0,1,1,0,4,1,0,1.02150477034819,0.44321793908708007,0.23199924791167228,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0
4660-IRIBM,1,0,1,1,-0.5851984004382496,1,1,0.7690234011579498,-0.3437848643304735,0,0,1,1,4,1,0,0.6535147580643398,0.007148180613582132,0.07185133890591773,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5673-FSSMF,0,0,0,0,-1.2774445836787656,1,1,-0.15327393393424887,-0.9792426811562199,1,0,1,1,2,1,0,-0.9456534662255045,-2.5842152492016757,0.4282165057925968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7670-ZBPOQ,0,0,1,0,1.0436161483629645,1,1,-0.12336158793125872,0.5289852444177703,0,1,1,0,3,0,1,-0.0009459264519281809,0.4451484090215762,-0.2625115251669082,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
8089-UZWLX,0,1,0,0,1.5729808767233588,1,0,1.3057838322116073,2.264951792580333,0,1,1,0,4,1,1,1.4381515072072732,0.599839428462118,0.5378673263731132,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
0080-OROZO,0,0,0,0,0.10704778280226633,1,1,1.1462513201956595,0.5524782348339684,0,1,1,0,5,1,0,1.2793795535734354,0.5929675972961655,-0.07795669008895495,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0
3916-NRPAP,1,0,0,0,-1.1960038562387048,1,0,0.6959043331506402,-0.8925061193566978,0,0,1,1,3,1,1,0.1699517270803739,-0.9649496691247605,0.6265979246060316,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6807-SIWJI,1,0,0,0,0.22920887396235737,1,1,1.332372584214265,0.7092084666716095,0,1,1,0,5,1,0,1.3304616252948067,0.34648279215859307,0.05670221237834577,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0
8221-HVAYI,1,0,1,1,0.10704778280226633,1,1,0.14584952609565352,0.0928318110759208,0,1,0,0,5,0,1,0.3329251985832236,0.6695557498734832,-0.801748290850699,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1579-KLYDT,1,0,0,0,-1.0331224013585834,1,1,0.8537750481664219,-0.7439598306593472,1,0,1,1,3,1,0,0.49678439547467595,-0.5021750111387941,0.7979273317630889,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5232-NXPAY,0,0,0,0,0.5956921474426305,1,0,0.32200000811326246,0.5429045655000436,0,1,1,0,5,1,0,0.4624455034857813,0.5523961790355436,-0.6743032581584318,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
8967-SZQAS,0,0,0,0,-0.748079855318371,1,0,-0.4756625519664766,-0.6680763686577307,0,0,1,1,2,0,0,-0.2603472932471334,0.7423654623309586,-0.03828040632626819,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4468-KAZHE,0,1,1,0,-0.5037576729981889,1,1,-0.1582593249347472,-0.4501761251542516,0,0,1,0,3,1,0,0.03199269787102165,0.6642413113582791,-0.30038434148583654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0455-ENTCR,1,0,1,0,1.369379058123207,1,0,0.6809481601491449,1.437645583595267,0,1,1,0,6,1,0,0.7741344032382146,0.47015629478655496,-0.7074527073627547,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
8944-AILEF,1,0,1,0,-0.7073594915983407,1,1,-1.505976692069473,-0.8554026359012562,0,0,1,1,1,0,1,-1.232526293049396,1.287237833655786,-1.0614476027519228,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
5542-NKVRU,0,0,0,0,0.3920903288424788,1,1,-1.462769970065154,-0.6332229180872208,0,1,1,0,1,0,1,-1.2869698837740369,0.3191814608555855,-0.9676672956764809,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0
7126-RBHSD,0,0,1,0,-0.62591876415828,1,0,0.46989994112804756,-0.4106461356464327,0,0,1,1,2,0,0,0.5216528390777443,0.3413161455221918,1.3299502276718458,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
